date,value
2025-01-01,110.25800383970783
2025-02-01,110.25800383970783
2025-03-01,110.25800383970783
2025-04-01,110.25800383970783
2025-05-01,110.25800383970783
2025-06-01,110.25800383970783
2025-07-01,110.25800383970783
2025-08-01,110.25800383970783
2025-09-01,110.25800383970783
2025-10-01,110.25800383970783
2025-11-01,110.25800383970783
2025-12-01,110.25800383970783
