date,value
2025-01-01,111.74619277391717
2025-02-01,111.74295649593203
2025-03-01,111.73026462629511
2025-04-01,111.87251897812035
2025-05-01,111.86109415168009
2025-06-01,111.82907059306528
2025-07-01,111.83023206569325
2025-08-01,111.83931796150962
2025-09-01,111.72455521059634
2025-10-01,111.53951691651065
2025-11-01,111.52267769962128
2025-12-01,111.54330567540784
