date,value
2025-01-01,4.959910437326907
2025-02-01,4.723939221252145
2025-03-01,4.437130566185278
2025-04-01,4.289519292543742
2025-05-01,4.161890703354816
2025-06-01,4.032023878332315
2025-07-01,3.9308635283439566
2025-08-01,3.7574508136039872
2025-09-01,3.6579215625851784
2025-10-01,3.5311285217202935
2025-11-01,3.3753824462650286
2025-12-01,3.2415676173843684
